FIPS code;GeoName;State;2001 Personal income (thousands of dollars) ;2002 Personal income (thousands of dollars) ;2003 Personal income (thousands of dollars) ;2004 Personal income (thousands of dollars) ;2005 Personal income (thousands of dollars) ;2006 Personal income (thousands of dollars) ;2007 Personal income (thousands of dollars) ;2008 Personal income (thousands of dollars) ;2009 Personal income (thousands of dollars) ;2010 Personal income (thousands of dollars) ;2011 Personal income (thousands of dollars) ;2012 Personal income (thousands of dollars) ;2013 Personal income (thousands of dollars) ;2014 Personal income (thousands of dollars) ;2015 Personal income (thousands of dollars) ;2016 Personal income (thousands of dollars) ;2017 Personal income (thousands of dollars) ;2018 Personal income (thousands of dollars) ;2019 Personal income (thousands of dollars) ;2020 Personal income (thousands of dollars) ;2021 Personal income (thousands of dollars) ;2001 Population (persons) 1/;2002 Population (persons) 1/;2003 Population (persons) 1/;2004 Population (persons) 1/;2005 Population (persons) 1/;2006 Population (persons) 1/;2007 Population (persons) 1/;2008 Population (persons) 1/;2009 Population (persons) 1/;2010 Population (persons) 1/;2011 Population (persons) 1/;2012 Population (persons) 1/;2013 Population (persons) 1/;2014 Population (persons) 1/;2015 Population (persons) 1/;2016 Population (persons) 1/;2017 Population (persons) 1/;2018 Population (persons) 1/;2019 Population (persons) 1/;2020 Population (persons) 1/;2021 Population (persons) 1/;2001 Population (persons) 1/;2002 Population (persons) 1/;2003 Population (persons) 1/;2004 Population (persons) 1/;2005 Population (persons) 1/;2006 Population (persons) 1/;2007 Population (persons) 1/;2008 Population (persons) 1/;2009 Population (persons) 1/;2010 Population (persons) 1/;2011 Population (persons) 1/;2012 Population (persons) 1/;2013 Population (persons) 1/;2014 Population (persons) 1/;2015 Population (persons) 1/;2016 Population (persons) 1/;2017 Population (persons) 1/;2018 Population (persons) 1/;2019 Population (persons) 1/;2020 Population (persons) 1/;2021 Population (persons) 1/
26129;Ogemaw County;Michigan;428817;435317;444950;469893;482005;489795;520068;548846;550187;584811;597041;601278;615042;642271;669010;668729;689238;727101;726096;826297;886678;21787;21890;21990;22053;22071;22003;21941;21885;21856;21599;21465;21316;21102;20881;20784;20749;20761;20733;20772;20740;20726;21787;21890;21990;22053;22071;22003;21941;21885;21856;21599;21465;21316;21102;20881;20784;20749;20761;20733;20772;20740;20726
26131;Ontonagon County;Michigan;175025;173235;178105;188500;187716;186985;195261;200554;204888;211288;203690;204632;209685;212619;219345;223465;224349;228374;236290;263059;279099;7758;7702;7598;7497;7375;7241;7133;6922;6828;6780;6650;6450;6374;6260;6118;6030;5998;5939;5849;5804;5868;7758;7702;7598;7497;7375;7241;7133;6922;6828;6780;6650;6450;6374;6260;6118;6030;5998;5939;5849;5804;5868
26133;Osceola County;Michigan;489243;507466;517576;542281;555892;579217;576313;594771;588352;632460;675082;689752;694832;743976;771006;786368;804114;845587;895959;991952;1043586;23434;23712;23889;23990;23946;23887;23827;23662;23522;23491;23403;23200;23141;22982;22887;22832;22863;22850;22877;22887;23105;23434;23712;23889;23990;23946;23887;23827;23662;23522;23491;23403;23200;23141;22982;22887;22832;22863;22850;22877;22887;23105
26135;Oscoda County;Michigan;165083;170206;177708;191332;197943;212770;220613;230477;215870;230347;242052;243047;245894;254396;261012;261229;269527;277501;286058;309754;331851;9433;9360;9407;9299;9108;9090;9039;8963;8717;8598;8597;8544;8326;8257;8208;8158;8144;8144;8200;8234;8311;9433;9360;9407;9299;9108;9090;9039;8963;8717;8598;8597;8544;8326;8257;8208;8158;8144;8144;8200;8234;8311
26137;Otsego County;Michigan;591563;595706;609186;632100;666375;673293;687006;726948;711952;764910;817580;836972;854020;877079;907931;920601;947871;995152;1034860;1171352;1247262;23829;24240;24446;24586;24758;24805;24719;24378;24190;24158;24156;24115;24186;24252;24379;24625;24780;24949;24972;25102;25289;23829;24240;24446;24586;24758;24805;24719;24378;24190;24158;24156;24115;24186;24252;24379;24625;24780;24949;24972;25102;25289
26139;Ottawa County;Michigan;7311288;7359514;7504227;7857985;8211090;8638051;8750979;9119226;8727839;9278523;9931094;10622006;10875560;11588705;12381750;12895985;13538491;14061019;14613150;15880229;16775381;243673;246637;249828;253048;255261;258003;260037;261906;262879;264162;267161;271311;275044;278750;281985;284985;287975;291329;293438;296787;299157;243673;246637;249828;253048;255261;258003;260037;261906;262879;264162;267161;271311;275044;278750;281985;284985;287975;291329;293438;296787;299157
26141;Presque Isle County;Michigan;314154;317579;325729;334264;340066;340911;357782;388979;380113;397420;409053;414753;430570;433281;456316;464196;480888;507494;519010;582599;617174;14273;14233;14187;14163;14100;14006;13942;13701;13505;13325;13190;13156;13113;13094;12963;12911;12965;12967;12887;12979;13093;14273;14233;14187;14163;14100;14006;13942;13701;13505;13325;13190;13156;13113;13094;12963;12911;12965;12967;12887;12979;13093
26143;Roscommon County;Michigan;550534;564329;576349;597976;603144;613074;642484;671981;677529;719350;728805;746900;752653;774271;808780;822526;829405;864656;894190;1001044;1052099;25655;25683;25938;25771;25678;25560;25318;24856;24499;24427;24259;24061;23845;23793;23628;23449;23353;23382;23491;23432;23633;25655;25683;25938;25771;25678;25560;25318;24856;24499;24427;24259;24061;23845;23793;23628;23449;23353;23382;23491;23432;23633
26145;Saginaw County;Michigan;5387282;5297727;5397367;5588735;5617400;5719069;5846610;5978401;5904081;6125456;6364183;6437074;6524704;6672721;6933173;7035907;7120402;7511528;8022129;8811841;9341904;209460;209323;208755;208489;207368;205822;203144;201966;200835;199871;198928;198409;196859;195317;193385;192638;192006;190844;190488;189831;189591;209460;209323;208755;208489;207368;205822;203144;201966;200835;199871;198928;198409;196859;195317;193385;192638;192006;190844;190488;189831;189591
26147;St. Clair County;Michigan;4721012;4778948;4931792;5065578;5256971;5293301;5452780;5515169;5176966;5333358;5615246;5837951;5871673;6086453;6367949;6527629;6748219;7032661;7328543;8075798;8451582;165444;166086;167549;168457;168209;168312;167526;165959;164011;162713;161709;160858;160631;160520;160272;160091;159841;159995;160247;160265;160053;165444;166086;167549;168457;168209;168312;167526;165959;164011;162713;161709;160858;160631;160520;160272;160091;159841;159995;160247;160265;160053
26149;St. Joseph County;Michigan;1455458;1504436;1540439;1655238;1660675;1720371;1788310;1784270;1710299;1806823;1877900;1929210;1963563;2002432;2107898;2152093;2268581;2309589;2355597;2641428;2806988;62404;62152;62363;62265;62273;62236;62243;62083;61417;61289;61076;61001;61008;61041;60843;60802;60750;60862;60887;60902;60758;62404;62152;62363;62265;62273;62236;62243;62083;61417;61289;61076;61001;61008;61041;60843;60802;60750;60862;60887;60902;60758
26151;Sanilac County;Michigan;1051678;1072890;1079230;1125096;1146770;1148617;1180058;1230982;1156066;1222542;1323214;1352387;1376508;1395850;1442784;1455736;1495797;1551079;1571613;1792358;1909618;44713;44770;44694;44939;44837;44917;44629;44177;43319;43081;42674;42253;41825;41564;41341;41293;41090;41044;41008;40506;40506;44713;44770;44694;44939;44837;44917;44629;44177;43319;43081;42674;42253;41825;41564;41341;41293;41090;41044;41008;40506;40506
26153;Schoolcraft County;Michigan;197323;197255;205284;218716;218774;223631;236275;257188;255592;263643;266985;267667;267424;284075;289633;293510;308415;319395;333666;375021;394297;8863;8817;8847;8962;8905;8946;8823;8471;8487;8470;8468;8334;8239;8107;8087;7915;7967;7958;8026;8041;8030;8863;8817;8847;8962;8905;8946;8823;8471;8487;8470;8468;8334;8239;8107;8087;7915;7967;7958;8026;8041;8030
26155;Shiawassee County;Michigan;1769430;1854874;1934504;1926754;1955849;2009108;2050233;2108133;2043309;2122593;2217815;2236762;2281226;2333560;2462778;2524917;2584306;2672966;2770941;3046259;3225843;72016;72162;72458;73034;72757;72839;72426;71523;70710;70641;70038;69403;69010;68950;68672;68749;68608;68274;68300;67983;67877;72016;72162;72458;73034;72757;72839;72426;71523;70710;70641;70038;69403;69010;68950;68672;68749;68608;68274;68300;67983;67877
26157;Tuscola County;Michigan;1265783;1290724;1307255;1378784;1389167;1450412;1506027;1548774;1500662;1539798;1678905;1668996;1766705;1794309;1921278;1881124;1888132;1945182;1998221;2245744;2376387;58220;58155;58380;58230;57855;57472;57169;56512;55901;55722;55527;54932;54539;54344;54245;53877;53527;53498;53254;53274;52917;58220;58155;58380;58230;57855;57472;57169;56512;55901;55722;55527;54932;54539;54344;54245;53877;53527;53498;53254;53274;52917
26159;Van Buren County;Michigan;1823618;1919216;2021196;2124331;2183858;2230931;2364363;2459281;2411061;2526133;2597272;2563869;2628978;2682175;2842662;2913621;2967083;3077794;3162185;3459023;3689815;76432;76777;77022;77241;77009;77019;76639;76501;76581;76156;75953;75333;75366;75291;75137;75343;75366;75513;75683;75556;75658;76432;76777;77022;77241;77009;77019;76639;76501;76581;76156;75953;75333;75366;75291;75137;75343;75366;75513;75683;75556;75658
26161;Washtenaw County;Michigan;12288891;12730052;13325699;13506829;13799026;14304031;14737620;15293344;14330929;15869987;15865909;16999507;17138025;17982020;19086775;19921507;20914027;21817464;22920571;24022427;25372530;328749;332763;336154;339422;342234;344018;345310;341595;343520;346099;350678;353787;358086;362657;366217;370164;373451;374825;373011;371656;369390;328749;332763;336154;339422;342234;344018;345310;341595;343520;346099;350678;353787;358086;362657;366217;370164;373451;374825;373011;371656;369390
26163;Wayne County;Michigan;57019961;55576503;56868235;57867802;58713092;59158124;60436840;60360732;57812775;59252871;62024639;62957813;62644401;65211503;68927232;70596627;71183545;74982006;77687754;85095541;89823224;2043167;2025133;2006154;1983830;1960263;1932490;1900992;1865058;1837536;1816094;1809221;1806978;1796167;1792526;1790626;1791498;1793437;1796334;1795380;1790225;1774816;2043167;2025133;2006154;1983830;1960263;1932490;1900992;1865058;1837536;1816094;1809221;1806978;1796167;1792526;1790626;1791498;1793437;1796334;1795380;1790225;1774816
26165;Wexford County;Michigan;709096;732286;748267;787448;814312;847458;871654;918932;904067;940529;987406;994393;1012025;1053708;1102624;1132634;1171078;1208893;1273021;1412278;1515262;30826;31015;31499;31778;32258;32461;32650;32765;32658;32733;32630;32505;32459;32824;32855;33050;33187;33405;33601;33676;33901;30826;31015;31499;31778;32258;32461;32650;32765;32658;32733;32630;32505;32459;32824;32855;33050;33187;33405;33601;33676;33901
27001;Aitkin County;Minnesota;348310;364471;378503;390664;392517;412928;437055;463013;463882;487612;497113;500357;506811;546302;561275;573710;597025;637408;660348;735314;782512;15334;15616;15795;16028;16162;16357;16481;16422;16168;16208;16152;16004;15827;15790;15780;15664;15693;15766;15706;15693;15887;15334;15616;15795;16028;16162;16357;16481;16422;16168;16208;16152;16004;15827;15790;15780;15664;15693;15766;15706;15693;15887
27003;Anoka County;Minnesota;9728014;10061417;10534655;11122413;11225159;11657603;12285951;12760778;12443270;12858024;13650462;14228981;14496708;15395991;16138582;16596894;17367970;18139633;19098500;20405742;21799730;304823;308702;311863;316643;319830;323590;325767;327427;329635;331541;333427;337039;340461;343692;346446;349455;353699;357570;361579;364299;367018;304823;308702;311863;316643;319830;323590;325767;327427;329635;331541;333427;337039;340461;343692;346446;349455;353699;357570;361579;364299;367018
27005;Becker County;Minnesota;759762;793360;847091;879910;904663;956410;1013642;1064914;1078353;1153044;1239450;1343736;1369162;1403431;1461923;1493629;1547113;1605176;1688702;1817461;1977441;30392;30777;31244;31625;31753;32057;32142;32244;32407;32570;32847;33142;33403;33547;33803;34147;34580;34967;35095;35147;35219;30392;30777;31244;31625;31753;32057;32142;32244;32407;32570;32847;33142;33403;33547;33803;34147;34580;34967;35095;35147;35219
27007;Beltrami County;Minnesota;922844;956796;1017792;1052773;1067046;1126937;1191315;1265829;1340878;1383507;1450501;1516479;1558203;1662155;1718868;1774278;1827933;1925378;1991262;2183969;2357623;40406;41049;41659;42100;42700;43066;43281;43815;44226;44545;44917;44908;45138;45175;45036;45343;45666;45773;46131;46230;46380;40406;41049;41659;42100;42700;43066;43281;43815;44226;44545;44917;44908;45138;45175;45036;45343;45666;45773;46131;46230;46380
27009;Benton County;Minnesota;976896;1029797;1102938;1160477;1166434;1213509;1260007;1312566;1250878;1298811;1365644;1444626;1477286;1540254;1593975;1642645;1729904;1782108;1886796;2053455;2206183;35346;36117;36760;37072;37409;37617;38007;38200;38418;38475;38784;38760;39104;39303;39627;39931;40493;40884;41295;41338;41459;35346;36117;36760;37072;37409;37617;38007;38200;38418;38475;38784;38760;39104;39303;39627;39931;40493;40884;41295;41338;41459
27011;Big Stone County;Minnesota;135411;141279;145218;161342;162094;164941;172617;200488;195207;207536;214210;257842;255929;243978;256489;246382;256665;258126;257752;303500;333476;5678;5677;5598;5444;5445;5375;5366;5328;5285;5279;5234;5184;5142;5182;5109;5142;5164;5156;5172;5147;5145;5678;5677;5598;5444;5445;5375;5366;5328;5285;5279;5234;5184;5142;5182;5109;5142;5164;5156;5172;5147;5145
27013;Blue Earth County;Minnesota;1628914;1715124;1794643;1857915;1902967;2066366;2126718;2160306;2062603;2165108;2355531;2516622;2522828;2693025;2779217;2779305;2860317;3014491;3125181;3397021;3591074;56808;57542;58554;59116;59918;61100;61974;62860;63565;64113;64473;65178;65036;65698;66171;66964;67593;68157;68733;69173;69280;56808;57542;58554;59116;59918;61100;61974;62860;63565;64113;64473;65178;65036;65698;66171;66964;67593;68157;68733;69173;69280
27015;Brown County;Minnesota;740742;760087;816209;840015;855143;891519;942950;1022097;959008;998872;1095955;1164400;1124494;1164889;1211278;1225684;1259965;1313503;1369240;1480025;1565023;26932;26905;26754;26666;26260;26252;26130;25992;25890;25870;25789;25645;25600;25711;25786;25923;25920;25968;25913;25885;25819;26932;26905;26754;26666;26260;26252;26130;25992;25890;25870;25789;25645;25600;25711;25786;25923;25920;25968;25913;25885;25819
27017;Carlton County;Minnesota;808545;850698;879670;907040;921655;974158;1051097;1119504;1134598;1174279;1212001;1212309;1256190;1309932;1371295;1403276;1453139;1528783;1583270;1691959;1813074;32110;32740;33343;33950;34367;34538;34596;34986;35269;35422;35484;35350;35390;35520;35603;35792;35778;36139;36275;36156;36409;32110;32740;33343;33950;34367;34538;34596;34986;35269;35422;35484;35350;35390;35520;35603;35792;35778;36139;36275;36156;36409
27019;Carver County;Minnesota;2970470;3018430;3116191;3404506;3738703;4025937;4492438;4790156;4508298;4754320;5173192;5566332;5702419;6118607;6420876;6610589;7029904;7421903;7806837;8168471;8751120;72945;75393;78005;80473;83258;85657;87270;88812;90242;91348;92832;93951;95778;97608;98969;100825;102634;104199;105805;107286;108626;72945;75393;78005;80473;83258;85657;87270;88812;90242;91348;92832;93951;95778;97608;98969;100825;102634;104199;105805;107286;108626
27021;Cass County;Minnesota;696544;733511;786600;827187;833227;855185;917660;954103;954282;1001018;1044854;1099780;1088143;1138878;1218908;1268514;1322880;1377440;1426873;1560557;1730839;27587;27853;28004;28338;28683;28754;28681;28733;28483;28659;28407;28455;28550;28641;28806;29152;29467;29570;29808;30125;30639;27587;27853;28004;28338;28683;28754;28681;28733;28483;28659;28407;28455;28550;28641;28806;29152;29467;29570;29808;30125;30639
27023;Chippewa County;Minnesota;354013;362746;373646;382791;397289;406652;432937;471384;469438;483580;530575;575162;553792;518827;529920;518138;543506;553574;601022;655172;709234;12815;12741;12604;12531;12581;12525;12401;12376;12360;12460;12412;12297;12326;12390;12502;12552;12545;12557;12511;12593;12357;12815;12741;12604;12531;12581;12525;12401;12376;12360;12460;12412;12297;12326;12390;12502;12552;12545;12557;12511;12593;12357
27025;Chisago County;Minnesota;1298898;1347336;1418473;1482716;1707066;1727766;1834815;1931480;1878561;1920104;2050899;2094921;2158448;2262512;2385560;2459513;2593213;2724908;2890063;3066585;3308745;43466;45375;47322;49054;50283;51444;52312;53012;53526;53903;53750;53446;53634;53767;54093;54579;55190;55898;56450;56670;57469;43466;45375;47322;49054;50283;51444;52312;53012;53526;53903;53750;53446;53634;53767;54093;54579;55190;55898;56450;56670;57469
27027;Clay County;Minnesota;1253478;1305216;1412061;1445348;1491791;1610766;1724484;1905321;1913805;2003238;2136682;2298036;2344220;2417135;2547538;2550708;2612412;2710236;2817703;3100273;3361291;51513;51772;52183;53251;54122;55072;55805;57056;58351;59160;60014;60369;60770;61565;62572;63496;64321;64624;65056;65351;65574;51513;51772;52183;53251;54122;55072;55805;57056;58351;59160;60014;60369;60770;61565;62572;63496;64321;64624;65056;65351;65574
27029;Clearwater County;Minnesota;179618;187392;191900;199202;200710;208239;219236;240990;251430;267855;286508;297286;311550;330637;342865;347308;362249;384089;389114;445241;468998;8384;8441;8424;8466;8471;8476;8541;8603;8645;8694;8670;8586;8648;8609;8575;8576;8539;8472;8458;8580;8576;8384;8441;8424;8466;8471;8476;8541;8603;8645;8694;8670;8586;8648;8609;8575;8576;8539;8472;8458;8580;8576
27031;Cook County;Minnesota;153699;158389;159575;168232;173388;174492;181076;186868;198348;210400;226306;238726;235705;243977;257058;267249;278743;294362;296402;315387;332030;5155;5164;5172;5180;5158;5210;5217;5255;5203;5165;5230;5217;5242;5317;5336;5452;5537;5555;5576;5592;5617;5155;5164;5172;5180;5158;5210;5217;5255;5203;5165;5230;5217;5242;5317;5336;5452;5537;5555;5576;5592;5617
27033;Cottonwood County;Minnesota;296842;308276;331414;375089;365620;365690;385586;424456;405535;427644;480344;519625;512312;500046;504198;466649;500000;522223;515529;629595;673654;12140;12104;12096;12151;11967;11789;11748;11701;11632;11721;11748;11634;11639;11619;11561;11537;11440;11476;11458;11489;11569;12140;12104;12096;12151;11967;11789;11748;11701;11632;11721;11748;11634;11639;11619;11561;11537;11440;11476;11458;11489;11569
27035;Crow Wing County;Minnesota;1467255;1527345;1599822;1697835;1747712;1866086;1968510;2043787;2050240;2133164;2206990;2299224;2346444;2509856;2609152;2679080;2804719;2887894;3035369;3282721;3650084;55973;57013;58023;58814;59606;60654;61484;62178;62307;62623;62751;62942;63195;63365;63558;64121;64750;65447;65743;66236;67270;55973;57013;58023;58814;59606;60654;61484;62178;62307;62623;62751;62942;63195;63365;63558;64121;64750;65447;65743;66236;67270
27037;Dakota County;Minnesota;13944134;14361027;15076840;15838386;16189118;16762134;17743747;18302176;17476937;17981491;19402529;20121465;20638738;21766176;22698370;23454635;24568965;25737382;26800374;28219544;30026160;363602;368252;372265;377143;381829;386228;390767;393900;396906;399407;402778;406440;410553;415228;418482;422877;427812;432334;437225;440317;442038;363602;368252;372265;377143;381829;386228;390767;393900;396906;399407;402778;406440;410553;415228;418482;422877;427812;432334;437225;440317;442038
27039;Dodge County;Minnesota;501837;545746;578242;598506;608650;636396;681832;728705;707685;749532;829160;900935;897997;851098;864859;861330;908541;951645;983478;1094410;1180939;18118;18529;18802;19162;19391;19601;19613;19876;19921;20154;20190;20248;20304;20342;20358;20488;20625;20709;20869;20861;20935;18118;18529;18802;19162;19391;19601;19613;19876;19921;20154;20190;20248;20304;20342;20358;20488;20625;20709;20869;20861;20935
27041;Douglas County;Minnesota;890633;937797;1008790;1077588;1090474;1169184;1296246;1427101;1448081;1561409;1652076;1830402;1801129;1730155;1861109;1932742;1906127;1956878;2006560;2182725;2350713;33201;33601;34125;34555;35110;35472;35903;36108;36076;36007;36273;36455;36578;36880;37170;37612;38076;38596;38755;39079;39238;33201;33601;34125;34555;35110;35472;35903;36108;36076;36007;36273;36455;36578;36880;37170;37612;38076;38596;38755;39079;39238
27043;Faribault County;Minnesota;411774;432090;444543;490486;492608;497023;530548;553875;519131;532737;604202;639248;617289;566835;552717;515345;545631;560141;591837;681831;757984;15929;15799;15628;15554;15255;15150;14986;14790;14651;14486;14498;14240;14194;14227;14130;14045;13976;13969;13936;13888;13909;15929;15799;15628;15554;15255;15150;14986;14790;14651;14486;14498;14240;14194;14227;14130;14045;13976;13969;13936;13888;13909
