FIPS code;GeoName;State;2001 Personal income (thousands of dollars) ;2002 Personal income (thousands of dollars) ;2003 Personal income (thousands of dollars) ;2004 Personal income (thousands of dollars) ;2005 Personal income (thousands of dollars) ;2006 Personal income (thousands of dollars) ;2007 Personal income (thousands of dollars) ;2008 Personal income (thousands of dollars) ;2009 Personal income (thousands of dollars) ;2010 Personal income (thousands of dollars) ;2011 Personal income (thousands of dollars) ;2012 Personal income (thousands of dollars) ;2013 Personal income (thousands of dollars) ;2014 Personal income (thousands of dollars) ;2015 Personal income (thousands of dollars) ;2016 Personal income (thousands of dollars) ;2017 Personal income (thousands of dollars) ;2018 Personal income (thousands of dollars) ;2019 Personal income (thousands of dollars) ;2020 Personal income (thousands of dollars) ;2021 Personal income (thousands of dollars) ;2001 Population (persons) 1/;2002 Population (persons) 1/;2003 Population (persons) 1/;2004 Population (persons) 1/;2005 Population (persons) 1/;2006 Population (persons) 1/;2007 Population (persons) 1/;2008 Population (persons) 1/;2009 Population (persons) 1/;2010 Population (persons) 1/;2011 Population (persons) 1/;2012 Population (persons) 1/;2013 Population (persons) 1/;2014 Population (persons) 1/;2015 Population (persons) 1/;2016 Population (persons) 1/;2017 Population (persons) 1/;2018 Population (persons) 1/;2019 Population (persons) 1/;2020 Population (persons) 1/;2021 Population (persons) 1/;2001 Population (persons) 1/;2002 Population (persons) 1/;2003 Population (persons) 1/;2004 Population (persons) 1/;2005 Population (persons) 1/;2006 Population (persons) 1/;2007 Population (persons) 1/;2008 Population (persons) 1/;2009 Population (persons) 1/;2010 Population (persons) 1/;2011 Population (persons) 1/;2012 Population (persons) 1/;2013 Population (persons) 1/;2014 Population (persons) 1/;2015 Population (persons) 1/;2016 Population (persons) 1/;2017 Population (persons) 1/;2018 Population (persons) 1/;2019 Population (persons) 1/;2020 Population (persons) 1/;2021 Population (persons) 1/
41025;Harney County;Oregon;155501;154880;165478;172183;180622;184582;191127;206168;202611;207255;208215;219896;229692;250368;264188;270411;267567;285205;303012;336436;373121;7491;7417;7360;7312;7211;7286;7327;7375;7432;7406;7377;7281;7203;7180;7212;7322;7352;7372;7481;7491;7575;7491;7417;7360;7312;7211;7286;7327;7375;7432;7406;7377;7281;7203;7180;7212;7322;7352;7372;7481;7491;7575
41027;Hood River County;Oregon;500361;508799;535059;578432;616301;695008;756513;802441;775865;785076;838111;913916;920400;996595;1078893;1137802;1229688;1279738;1329838;1440578;1566754;20397;20615;20621;20835;21022;21200;21276;21589;22015;22462;22515;22683;22775;22934;23255;23487;23872;23758;23945;23943;24057;20397;20615;20621;20835;21022;21200;21276;21589;22015;22462;22515;22683;22775;22934;23255;23487;23872;23758;23945;23943;24057
41029;Jackson County;Oregon;4923725;5038795;5393469;5705153;6003776;6522383;6751784;6890264;6635577;6845452;7174675;7431772;7622968;8229425;8769510;9212901;9657327;10095949;10615059;11708142;12717430;183835;186704;189838;192185;194701;196858;199152;201162;202301;203390;204966;206244;207758;209941;212327;215498;218087;220838;222195;223394;223734;183835;186704;189838;192185;194701;196858;199152;201162;202301;203390;204966;206244;207758;209941;212327;215498;218087;220838;222195;223394;223734
41031;Jefferson County;Oregon;406241;413922;436235;465778;488638;533055;562182;576188;574661;580961;589037;610852;609663;673968;718705;745022;769349;829089;878255;979457;1081569;19653;19941;20212;20339;20622;21113;21861;21885;21730;21655;21715;21768;21773;22072;22381;22829;23399;23820;24343;24518;25068;19653;19941;20212;20339;20622;21113;21861;21885;21730;21655;21715;21768;21773;22072;22381;22829;23399;23820;24343;24518;25068
41033;Josephine County;Oregon;1758376;1799784;1895241;2053906;2186350;2325363;2426701;2423821;2412853;2487305;2550180;2659500;2718819;2882532;3084191;3179622;3370335;3588710;3863970;4322610;4811881;76452;77712;78779;79729;80660;81601;81746;82389;82315;82880;82726;82796;83186;83449;84626;85624;86762;87455;87721;88105;88346;76452;77712;78779;79729;80660;81601;81746;82389;82315;82880;82726;82796;83186;83449;84626;85624;86762;87455;87721;88105;88346
41035;Klamath County;Oregon;1428976;1491860;1576479;1639559;1768048;1871857;1878158;1921324;1889173;1967540;2000194;2047270;2082361;2216420;2342989;2449359;2566504;2702972;2777323;3067429;3371349;64139;64150;64582;64841;65553;66294;66767;66732;66460;66341;66409;66093;65946;65628;66111;66731;67374;68413;69025;69504;70164;64139;64150;64582;64841;65553;66294;66767;66732;66460;66341;66409;66093;65946;65628;66111;66731;67374;68413;69025;69504;70164
41037;Lake County;Oregon;167604;165471;173809;178791;179159;188488;191375;208769;212480;219265;230205;244119;261461;287803;294108;307540;298663;318474;331838;360785;389518;7538;7522;7578;7576;7558;7796;7880;7961;7901;7880;7932;7832;7861;7908;7888;7956;8031;8020;8119;8149;8276;7538;7522;7578;7576;7558;7796;7880;7961;7901;7880;7932;7832;7861;7908;7888;7956;8031;8020;8119;8149;8276
41039;Lane County;Oregon;8730677;8788692;9004028;9572081;10244384;11228421;11521037;11820171;11472933;11855216;12225196;12795633;12849433;13698558;14670562;15346493;16276989;17050394;17859486;19634078;21131525;324855;327506;330845;332327;335831;339926;344844;348176;350850;351945;354104;355191;355618;358230;362208;369149;375633;378749;382003;382940;383189;324855;327506;330845;332327;335831;339926;344844;348176;350850;351945;354104;355191;355618;358230;362208;369149;375633;378749;382003;382940;383189
41041;Lincoln County;Oregon;1128890;1149228;1193971;1277158;1330005;1401048;1440530;1519765;1495416;1550904;1596739;1659205;1673695;1762920;1857159;1927535;2033675;2168393;2278146;2466892;2669357;43854;44270;44421;44877;45347;45529;45798;45915;45989;45995;45864;46156;46316;46338;46990;47788;48715;49230;50023;50472;50862;43854;44270;44421;44877;45347;45529;45798;45915;45989;45995;45864;46156;46316;46338;46990;47788;48715;49230;50023;50472;50862
41043;Linn County;Oregon;2567006;2641126;2704906;2888624;3009212;3279740;3438887;3568970;3553980;3697658;3818109;3947158;4006682;4287895;4578379;4789469;5067439;5457809;5682784;6235005;6841839;103544;104561;106035;106799;108132;110764;112932;114967;116001;116840;117938;117865;117822;118285;119295;121648;123657;125788;127700;128936;129839;103544;104561;106035;106799;108132;110764;112932;114967;116001;116840;117938;117865;117822;118285;119295;121648;123657;125788;127700;128936;129839
41045;Malheur County;Oregon;588132;600551;625758;623231;635766;679513;696106;704121;688438;717879;727274;773472;794992;865256;929748;925534;926210;971300;1020460;1121728;1233592;31532;31455;31335;31250;31273;31303;31434;31311;31265;31364;31038;30889;30835;30604;30537;30767;30880;31127;31254;31608;31693;31532;31455;31335;31250;31273;31303;31434;31311;31265;31364;31038;30889;30835;30604;30537;30767;30880;31127;31254;31608;31693
41047;Marion County;Oregon;7102402;7169998;7466988;7732351;8184381;9020685;9309036;9810593;9626416;9888662;10224673;10587238;10760731;11594307;12454574;13119970;13824276;14640013;15490534;16971368;18671730;288136;292533;295317;297139;299461;303290;306964;309729;313389;315880;317710;319244;320593;323291;327630;333807;338749;343101;344842;346202;347119;288136;292533;295317;297139;299461;303290;306964;309729;313389;315880;317710;319244;320593;323291;327630;333807;338749;343101;344842;346202;347119
41049;Morrow County;Oregon;223035;238899;276314;291322;292390;286869;328136;339860;331062;348107;358001;398464;424895;486665;510306;510086;476619;512820;556344;597231;635690;11043;11313;11317;11275;11162;11203;11048;11002;11102;11218;11282;11327;11343;11285;11366;11530;11555;11730;12045;12191;12303;11043;11313;11317;11275;11162;11203;11048;11002;11102;11218;11282;11327;11343;11285;11366;11530;11555;11730;12045;12191;12303
41051;Multnomah County;Oregon;21968492;22203126;22637292;23600008;24290655;26983917;28439571;29938885;28475243;29464495;31238312;33336994;34382517;36778425;39659760;41133770;43605333;46297511;48750920;52915684;56502646;669690;676653;679348;672526;674862;683767;697799;712989;727721;737320;749932;760517;767001;779041;790781;803716;808304;809589;812607;815871;803377;669690;676653;679348;672526;674862;683767;697799;712989;727721;737320;749932;760517;767001;779041;790781;803716;808304;809589;812607;815871;803377
41053;Polk County;Oregon;1631540;1668838;1768115;1869881;1971282;2155615;2306940;2440763;2418500;2422066;2468050;2545594;2619013;2760962;2966178;3109424;3291378;3482068;3697007;4027207;4438630;63445;64135;65060;66569;68585;71027;72791;74346;74934;75541;75953;76246;76596;77741;79061;81557;83782;84942;85952;87863;89164;63445;64135;65060;66569;68585;71027;72791;74346;74934;75541;75953;76246;76596;77741;79061;81557;83782;84942;85952;87863;89164
41055;Sherman County;Oregon;29904;37448;46822;47198;43154;39699;58543;80841;76096;80381;93783;95932;90079;80270;86304;80512;81318;94672;103070;118117;128834;1848;1763;1758;1682;1678;1682;1713;1691;1733;1781;1758;1763;1749;1743;1725;1753;1788;1756;1854;1872;1907;1848;1763;1758;1682;1678;1682;1713;1691;1733;1781;1758;1763;1749;1743;1725;1753;1788;1756;1854;1872;1907
41057;Tillamook County;Oregon;603980;610765;629061;677316;698590;732642;773221;790614;765253;820689;844893;869287;884253;962783;1001624;1063292;1135729;1167082;1223796;1335333;1432978;24359;24396;24565;24780;24974;25160;25243;25151;25179;25244;25395;25281;25338;25323;25566;26131;26529;26731;27157;27471;27748;24359;24396;24565;24780;24974;25160;25243;25151;25179;25244;25395;25281;25338;25323;25566;26131;26529;26731;27157;27471;27748
41059;Umatilla County;Oregon;1638030;1690190;1768759;1791099;1834325;1907849;2070077;2189519;2264834;2299788;2407874;2468357;2447939;2593129;2726340;2840828;2899749;3076931;3220009;3568800;3874507;70682;72150;72820;73463;73765;73984;74269;74488;75199;76145;77076;77493;77588;77622;77615;78046;78641;79130;79775;80011;79988;70682;72150;72820;73463;73765;73984;74269;74488;75199;76145;77076;77493;77588;77622;77615;78046;78641;79130;79775;80011;79988
41061;Union County;Oregon;579686;594901;625277;655287;655064;703972;746975;775743;778436;788290;828440;846890;863347;900496;943033;962853;1000498;1066837;1110245;1204832;1311986;24353;24472;24607;24513;24675;24754;25263;25473;25580;25715;25857;25714;25406;25481;25518;25838;26125;26405;26367;26149;26212;24353;24472;24607;24513;24675;24754;25263;25473;25580;25715;25857;25714;25406;25481;25518;25838;26125;26405;26367;26149;26212
41063;Wallowa County;Oregon;155119;165600;167419;181172;188374;201302;204574;224796;227268;224667;234755;243454;253685;262626;278068;285523;292540;308469;328641;361076;399880;7112;7042;7008;6899;6877;6835;6884;6900;6948;7017;7003;6842;6830;6858;6909;7032;7160;7205;7354;7387;7545;7112;7042;7008;6899;6877;6835;6884;6900;6948;7017;7003;6842;6830;6858;6909;7032;7160;7205;7354;7387;7545
41065;Wasco County;Oregon;582638;581033;608227;629219;648368;716878;759344;791067;803670;846184;910397;913290;910009;950413;1003272;1048430;1083350;1122130;1165583;1286780;1403849;23808;23699;23885;23817;23929;24159;24451;24617;24981;25287;25240;25418;25390;25356;25570;25913;26440;26511;26720;26611;26726;23808;23699;23885;23817;23929;24159;24451;24617;24981;25287;25240;25418;25390;25356;25570;25913;26440;26511;26720;26611;26726
41067;Washington County;Oregon;15184780;15142820;15734545;16918996;18280000;19977295;21173855;22431892;21537063;22031500;23911488;25645393;25791604;28200759;30556785;31908887;34006465;36409063;37393746;39807579;42980422;460622;468549;474336;480207;490773;502226;508842;515815;524699;531588;540717;548060;554583;561420;571538;583646;589970;594746;598363;600689;600811;460622;468549;474336;480207;490773;502226;508842;515815;524699;531588;540717;548060;554583;561420;571538;583646;589970;594746;598363;600689;600811
41069;Wheeler County;Oregon;31772;29810;34858;32125;35641;35723;34467;34244;35248;34372;36158;37117;38535;43555;45672;46662;45110;49207;51041;57767;61866;1503;1534;1516;1473;1414;1425;1419;1399;1411;1451;1427;1426;1402;1379;1361;1365;1401;1411;1409;1457;1451;1503;1534;1516;1473;1414;1425;1419;1399;1411;1451;1427;1426;1402;1379;1361;1365;1401;1411;1409;1457;1451
41071;Yamhill County;Oregon;2219844;2259139;2354866;2512651;2769274;3017255;3180984;3283455;3219335;3260855;3374700;3541523;3589757;3771455;4075077;4271021;4533950;4818664;5068479;5551830;6039901;86156;87370;88619;89447;90847;93198;95875;97537;98647;99301;99724;99962;99969;100908;101521;104235;105422;106518;107072;107832;108239;86156;87370;88619;89447;90847;93198;95875;97537;98647;99301;99724;99962;99969;100908;101521;104235;105422;106518;107072;107832;108239
42001;Adams County;Pennsylvania;2606150;2712085;2895158;3031247;3195692;3346998;3546944;3745127;3729888;3821068;3982195;4076529;4155359;4371735;4579257;4646222;4809239;5030235;5124600;5480483;5805329;92591;93934;95503;97300;98606;99899;100502;101056;101252;101498;101610;101506;101504;101830;102411;102625;103414;103932;103778;103795;104127;92591;93934;95503;97300;98606;99899;100502;101056;101252;101498;101610;101506;101504;101830;102411;102625;103414;103932;103778;103795;104127
42003;Allegheny County;Pennsylvania;44861908;45251673;46079414;47132625;48342029;51186029;53541559;55998591;54496140;56633509;59119391;61247601;62013402;64564001;67245666;67840345;71485369;76841276;79354572;83291957;87385003;1272416;1265577;1258420;1247531;1234787;1226025;1222482;1221071;1222171;1224896;1233085;1239536;1246180;1249357;1248993;1250277;1247438;1248213;1250117;1248717;1238090;1272416;1265577;1258420;1247531;1234787;1226025;1222482;1221071;1222171;1224896;1233085;1239536;1246180;1249357;1248993;1250277;1247438;1248213;1250117;1248717;1238090
42005;Armstrong County;Pennsylvania;1751814;1812963;1891299;1921382;2039601;2179063;2255141;2579096;2376349;2476929;2701725;2658696;2663406;2741683;2657730;2662562;2785473;2933460;3032610;3311402;3527900;71956;71747;71645;71404;70602;70030;69845;69611;69120;69063;68832;68529;68456;68205;67616;67295;67001;66493;65898;65445;65093;71956;71747;71645;71404;70602;70030;69845;69611;69120;69063;68832;68529;68456;68205;67616;67295;67001;66493;65898;65445;65093
42007;Beaver County;Pennsylvania;4803470;4815181;4904249;5157151;5351095;5656546;5930980;6154422;6075926;6311874;6607583;6808396;6853773;7069170;7270355;7383156;7559325;7948377;8271103;8972810;9406300;179391;178277;177523;176395;174820;173259;172161;171336;170524;170763;170992;171284;171492;171278;171076;170196;169551;168938;168725;167732;166624;179391;178277;177523;176395;174820;173259;172161;171336;170524;170763;170992;171284;171492;171278;171076;170196;169551;168938;168725;167732;166624
42009;Bedford County;Pennsylvania;1146825;1171926;1211663;1233564;1244206;1326712;1440894;1529468;1519986;1596264;1697081;1716701;1712639;1760138;1849516;1859510;1943805;2008973;2049594;2187528;2369079;49778;49742;49812;49829;49691;49871;49889;50052;49889;49691;49593;49532;49230;49018;48609;48427;48169;47874;47671;47523;47461;49778;49742;49812;49829;49691;49871;49889;50052;49889;49691;49593;49532;49230;49018;48609;48427;48169;47874;47671;47523;47461
42011;Berks County;Pennsylvania;11556034;11885110;12278032;12728182;13405676;14306497;14954772;15453610;15040076;15801278;16607393;17278838;17120097;17873915;18753204;19220073;19870872;20800895;21655645;23597379;24888804;377487;381338;385846;390848;395933;401834;405223;407737;409904;412228;413969;415253;416433;417854;419206;420670;423146;426762;427498;428694;429342;377487;381338;385846;390848;395933;401834;405223;407737;409904;412228;413969;415253;416433;417854;419206;420670;423146;426762;427498;428694;429342
42013;Blair County;Pennsylvania;3259007;3348867;3479545;3647106;3780807;3903106;4099495;4250268;4303724;4457638;4722568;4804848;4780079;4967059;5210224;5274704;5403887;5644514;5802876;6249262;6632617;128471;127631;127353;127194;126730;127002;127048;127112;127161;127089;127192;126931;126389;125986;125469;124764;124310;123854;123376;122518;121767;128471;127631;127353;127194;126730;127002;127048;127112;127161;127089;127192;126931;126389;125986;125469;124764;124310;123854;123376;122518;121767
42015;Bradford County;Pennsylvania;1471605;1507365;1557551;1603042;1641072;1700211;1790520;1885988;1866737;1996200;2215383;2301739;2243275;2320946;2321576;2283689;2397227;2468385;2621030;2762067;2938494;62616;62585;62388;62386;62501;62345;62343;62318;62418;62723;63070;62930;62411;61817;61484;60900;60761;60591;60130;59858;59892;62616;62585;62388;62386;62501;62345;62343;62318;62418;62723;63070;62930;62411;61817;61484;60900;60761;60591;60130;59858;59892
42017;Bucks County;Pennsylvania;24982377;25451540;26432674;27599010;28924107;30612300;32323805;33544553;32063215;33607425;35260544;37007518;37569845;39419943;41182561;42688195;44039799;46180949;48415979;51188895;53633052;602883;607157;610174;613763;616302;619544;621336;623297;624648;626012;628374;629587;631081;633156;634994;637498;640244;642947;645068;646008;646098;602883;607157;610174;613763;616302;619544;621336;623297;624648;626012;628374;629587;631081;633156;634994;637498;640244;642947;645068;646008;646098
42019;Butler County;Pennsylvania;5326069;5418359;5627366;6024657;6356902;6872506;7495546;7798472;7569382;7984288;8540969;9017684;9043506;9389736;9908452;10143738;10474982;10974007;11569954;12346985;13055635;175621;177146;178289;178912;179522;181009;181690;182673;183337;184198;185335;186044;186673;187828;188465;189316;190448;191884;192640;193851;194273;175621;177146;178289;178912;179522;181009;181690;182673;183337;184198;185335;186044;186673;187828;188465;189316;190448;191884;192640;193851;194273
42021;Cambria County;Pennsylvania;3723765;3781469;3906683;4017819;4138628;4276506;4510289;4731067;4708617;4710033;5027999;5067659;5051561;5170656;5278964;5291172;5367732;5645339;5781409;6196994;6538569;150902;149831;148836;147886;146975;146093;145283;144646;144186;143574;143171;142604;140335;139503;138427;137280;136209;135052;134077;132957;132167;150902;149831;148836;147886;146975;146093;145283;144646;144186;143574;143171;142604;140335;139503;138427;137280;136209;135052;134077;132957;132167
42023;Cameron County;Pennsylvania;145936;150330;153640;160521;161206;167337;174815;177282;178322;190047;197749;199502;209108;214628;211730;209229;209455;216457;213069;232851;242357;5875;5775;5702;5535;5431;5341;5274;5186;5106;5085;5038;5022;4995;4916;4881;4828;4754;4653;4601;4519;4459;5875;5775;5702;5535;5431;5341;5274;5186;5106;5085;5038;5022;4995;4916;4881;4828;4754;4653;4601;4519;4459
42025;Carbon County;Pennsylvania;1529851;1590430;1669008;1811271;2030882;1967950;2233465;2418854;2300747;2362570;2447549;2577045;2691889;2782223;2898336;3055592;3111088;3309307;3420616;3641019;3880028;59318;59820;60452;61274;62358;63105;64339;64947;65204;65264;65172;64956;64770;64558;64127;63988;64383;64738;64762;64751;65412;59318;59820;60452;61274;62358;63105;64339;64947;65204;65264;65172;64956;64770;64558;64127;63988;64383;64738;64762;64751;65412
42027;Centre County;Pennsylvania;3662327;3842808;4018055;4301416;4563874;4725491;4928195;5227294;5245227;5567230;5854364;6131139;6357690;6639851;6730022;6970288;7283957;7499932;7821644;8322652;8663114;137620;140821;142926;144238;145543;148734;149498;151645;153052;154160;154698;155163;157255;158365;158863;160149;160067;160067;158940;157929;157527;137620;140821;142926;144238;145543;148734;149498;151645;153052;154160;154698;155163;157255;158365;158863;160149;160067;160067;158940;157929;157527
42029;Chester County;Pennsylvania;21783436;22238456;23727171;26003010;27684055;29574167;30843783;31225288;30436201;31215131;32826326;34574664;35232786;37536580;39435751;39278185;41227754;44217885;46578282;48717677;51431960;441024;447842;455111;462902;470506;479137;486156;491473;496291;500124;504439;507772;511604;516073;519191;521659;524757;528783;532411;534645;538649;441024;447842;455111;462902;470506;479137;486156;491473;496291;500124;504439;507772;511604;516073;519191;521659;524757;528783;532411;534645;538649
42031;Clarion County;Pennsylvania;1002799;1032723;1063990;1128135;1200464;1233868;1269663;1457812;1348955;1434294;1475886;1426985;1428409;1436117;1483197;1476825;1513476;1575736;1620709;1751499;1843345;41547;41220;41293;40509;40458;40615;40399;40355;40173;39898;39762;39219;38726;38454;38311;37924;38220;37832;37494;37178;37156;41547;41220;41293;40509;40458;40615;40399;40355;40173;39898;39762;39219;38726;38454;38311;37924;38220;37832;37494;37178;37156
42033;Clearfield County;Pennsylvania;2004161;2106577;2159926;2270822;2336780;2458420;2576309;2763172;2747785;2868767;3022112;3032276;3068075;3129311;3231866;3290432;3387051;3558914;3641860;3980897;4202506;82987;82925;82422;82040;81816;82461;82558;82130;81942;81588;81667;81820;82041;81794;81692;81323;81111;81027;80841;80394;80082;82987;82925;82422;82040;81816;82461;82558;82130;81942;81588;81667;81820;82041;81794;81692;81323;81111;81027;80841;80394;80082
42035;Clinton County;Pennsylvania;834542;861592;881566;947150;958389;989646;1046668;1109452;1111799;1174347;1271741;1317544;1327959;1387254;1435204;1416229;1469954;1517970;1636149;1758245;1847484;37945;38007;38143;38227;38418;38730;38859;38955;39074;39248;39436;39604;39640;39237;39090;38641;38406;38167;37768;37350;37465;37945;38007;38143;38227;38418;38730;38859;38955;39074;39248;39436;39604;39640;39237;39090;38641;38406;38167;37768;37350;37465
42037;Columbia County;Pennsylvania;1555700;1646610;1718482;1766375;1818103;1891956;2019785;2121847;2103221;2217327;2306581;2358189;2398166;2440570;2524686;2584376;2674290;2759428;2830961;3075911;3254995;64298;64601;65001;65337;65535;65882;66196;66645;67220;67352;67068;67014;67158;67077;66632;66086;65540;65166;64894;64667;64872;64298;64601;65001;65337;65535;65882;66196;66645;67220;67352;67068;67014;67158;67077;66632;66086;65540;65166;64894;64667;64872
42039;Crawford County;Pennsylvania;2117563;2162110;2217803;2290424;2371000;2487525;2603365;2704818;2665772;2799153;2956454;3002873;3055588;3167796;3216389;3232006;3285175;3448622;3546424;3837673;4036785;90105;90031;89846;89682;89452;89496;89544;89023;89044;88616;88186;87763;87558;87213;86581;86400;85844;85171;84487;83723;83351;90105;90031;89846;89682;89452;89496;89544;89023;89044;88616;88186;87763;87558;87213;86581;86400;85844;85171;84487;83723;83351
42041;Cumberland County;Pennsylvania;7285901;7544171;7888551;8247767;8558623;8934134;9498217;9862433;9729474;10084610;10618526;11171235;11376027;11957926;12529131;12676704;13176822;13825916;14550669;15936676;16734867;215087;217318;219351;221225;223361;226835;228718;231357;233910;235999;237633;240193;242430;245086;247996;250158;252278;254873;256953;259996;262919;215087;217318;219351;221225;223361;226835;228718;231357;233910;235999;237633;240193;242430;245086;247996;250158;252278;254873;256953;259996;262919
42043;Dauphin County;Pennsylvania;8221265;8512226;8781051;9045422;9367550;9679208;10170721;10532264;10425703;10777089;11267884;11547895;11681207;12125846;12656675;12885730;13380467;14054970;14807042;15899540;16882181;252500;254339;255585;256194;257673;260312;263096;265395;267090;268447;270073;271495;273588;275053;276595;278373;280544;282381;284549;286544;287400;252500;254339;255585;256194;257673;260312;263096;265395;267090;268447;270073;271495;273588;275053;276595;278373;280544;282381;284549;286544;287400
42045;Delaware County;Pennsylvania;21226407;21294040;21758667;22733895;24045338;25530539;26371344;27590215;26265468;27484163;28548802;29819816;30055446;31548314;33143875;34262656;35435861;37922104;39957121;41903162;44289599;552041;551929;552111;551508;552153;553806;554916;556246;558094;559247;560531;563022;564754;566956;568492;569890;571015;573495;575475;576388;573849;552041;551929;552111;551508;552153;553806;554916;556246;558094;559247;560531;563022;564754;566956;568492;569890;571015;573495;575475;576388;573849
42047;Elk County;Pennsylvania;918392;932556;954842;1016401;1045685;1096563;1167172;1235282;1182062;1231703;1257684;1258543;1246455;1315333;1332865;1349001;1380217;1453442;1460727;1586866;1590036;34778;34413;34144;33835;33385;33006;32833;32504;32208;31896;31970;31927;31906;31764;31606;31350;31236;31185;31110;30927;30783;34778;34413;34144;33835;33385;33006;32833;32504;32208;31896;31970;31927;31906;31764;31606;31350;31236;31185;31110;30927;30783
42049;Erie County;Pennsylvania;7301311;7454912;7571300;7896182;8151740;8593683;9114561;9510023;9368405;9772310;10398446;10699351;10678048;10947648;11272600;11371469;11516472;12105353;12456039;13512886;14189543;280647;280379;280153;277864;277211;278389;278573;278686;279838;280864;281521;281914;281621;280592;279599;277995;275410;273535;271476;270427;269011;280647;280379;280153;277864;277211;278389;278573;278686;279838;280864;281521;281914;281621;280592;279599;277995;275410;273535;271476;270427;269011
42051;Fayette County;Pennsylvania;3425439;3592132;3708001;3742492;3835674;3963347;4199983;4365332;4319195;4533747;4732833;4799110;4832681;4950822;5096154;5122461;5243416;5477682;5602505;6091974;6474419;146219;144817;143596;143494;142447;141165;140159;138813;137450;136440;136053;135364;134725;134158;133455;132587;131588;130731;129730;128393;126931;146219;144817;143596;143494;142447;141165;140159;138813;137450;136440;136053;135364;134725;134158;133455;132587;131588;130731;129730;128393;126931
42053;Forest County;Pennsylvania;111528;115575;121382;123496;134516;138031;137042;156648;157216;162742;158502;157058;160068;165114;159736;161623;157899;166774;174975;196777;207955;5355;5627;5909;6118;6964;7519;7512;7470;7737;7704;7671;7585;7529;7455;7381;7329;7321;7286;7021;6952;7032;5355;5627;5909;6118;6964;7519;7512;7470;7737;7704;7671;7585;7529;7455;7381;7329;7321;7286;7021;6952;7032
42055;Franklin County;Pennsylvania;3533739;3637447;3864979;4221230;4580258;4893960;5216965;5380694;5267420;5460472;5756548;5872816;5974307;6259418;6467987;6567092;6846022;7190550;7481769;8053226;8617580;130604;131998;133583;135742;138927;142421;144840;147032;148662;149933;150989;151590;152107;152819;153297;154136;154962;155205;155814;155874;156289;130604;131998;133583;135742;138927;142421;144840;147032;148662;149933;150989;151590;152107;152819;153297;154136;154962;155205;155814;155874;156289
42057;Fulton County;Pennsylvania;332966;332969;344755;372853;397324;417231;430442;451789;445540;463438;502615;514527;517590;548238;562254;569522;607319;648156;659135;701873;725119;14201;14251;14416;14471;14540;14714;14900;14900;14828;14862;14745;14714;14640;14560;14539;14536;14509;14532;14552;14549;14523;14201;14251;14416;14471;14540;14714;14900;14900;14828;14862;14745;14714;14640;14560;14539;14536;14509;14532;14552;14549;14523
42059;Greene County;Pennsylvania;873604;880645;909322;943657;977012;1028449;1099178;1199756;1205536;1278759;1372802;1418440;1443050;1562676;1472052;1417989;1527994;1572475;1617711;1713501;1777865;40251;40096;39798;39464;39806;39342;39096;39074;38862;38622;38405;38098;37952;37874;37546;37357;37030;36815;36255;35813;35369;40251;40096;39798;39464;39806;39342;39096;39074;38862;38622;38405;38098;37952;37874;37546;37357;37030;36815;36255;35813;35369
42061;Huntingdon County;Pennsylvania;989259;1011046;1041898;1111622;1154108;1213209;1318834;1389949;1391607;1408478;1468798;1450604;1433700;1481437;1548225;1578289;1645069;1717725;1769833;1941130;2033401;45594;45705;45797;45790;45771;45684;45802;45853;45896;45986;45946;45827;45673;45521;45234;45078;45062;44947;44407;44030;43889;45594;45705;45797;45790;45771;45684;45802;45853;45896;45986;45946;45827;45673;45521;45234;45078;45062;44947;44407;44030;43889
42063;Indiana County;Pennsylvania;2111998;2193103;2273637;2371759;2507258;2594216;2702163;2837100;2754222;2820712;2950265;2988335;2982278;3056368;3080134;3081616;3171340;3349829;3467103;3723938;3973947;89265;89133;89346;89041;88760;88716;88520;88807;88836;88851;88575;88128;88011;87243;86535;84932;84451;84171;83567;83116;82886;89265;89133;89346;89041;88760;88716;88520;88807;88836;88851;88575;88128;88011;87243;86535;84932;84451;84171;83567;83116;82886
42065;Jefferson County;Pennsylvania;1100737;1133626;1174539;1219139;1283197;1366837;1425245;1533009;1486983;1570891;1647018;1650003;1668519;1712147;1758887;1748648;1801784;1917168;1952186;2110923;2216299;45644;45507;45537;45418;45353;45323;45335;45260;45073;45197;45087;45109;45320;45148;45056;44876;44794;44667;44518;44431;44114;45644;45507;45537;45418;45353;45323;45335;45260;45073;45197;45087;45109;45320;45148;45056;44876;44794;44667;44518;44431;44114
42067;Juniata County;Pennsylvania;556055;572219;606405;655304;683640;699321;737427;777612;760372;790808;817096;821556;849036;883871;947342;972478;1073027;1110925;1133049;1239509;1314469;22892;23129;23434;23767;23986;24107;24238;24409;24549;24596;24567;24351;24109;24002;23848;23846;23806;23785;23710;23451;23297;22892;23129;23434;23767;23986;24107;24238;24409;24549;24596;24567;24351;24109;24002;23848;23846;23806;23785;23710;23451;23297
42069;Lackawanna County;Pennsylvania;6193533;6203023;6338851;6598189;6830993;7076378;7481535;7874934;7831796;8159761;8370694;8516005;8359062;8683177;9044059;9277450;9453805;9865111;10237305;11081589;11727805;212692;211980;211769;211861;212305;212595;213513;214044;214138;214686;215222;215712;215934;215708;215404;215181;215322;215671;215819;215516;215663;212692;211980;211769;211861;212305;212595;213513;214044;214138;214686;215222;215712;215934;215708;215404;215181;215322;215671;215819;215516;215663
